val,test
1.0855748653411865,1.0929523706436157
1.0804723501205444,1.09321928024292
1.0851942300796509,1.0897797346115112
1.0850396156311035,1.0948622226715088
1.0891268253326416,1.0924067497253418
1.0766485929489136,1.0929402112960815
1.078136682510376,1.094559907913208
1.0851174592971802,1.0866602659225464
1.0793890953063965,1.0974847078323364
1.0788437128067017,1.0906840562820435
