val,test
3.1596548557281494,3.158785581588745
3.160762310028076,3.1581950187683105
3.1599466800689697,3.1588943004608154
3.1619856357574463,3.1586530208587646
3.1603891849517822,3.159170150756836
3.160958766937256,3.157306432723999
3.1608078479766846,3.1585469245910645
3.159893274307251,3.158769369125366
3.160978078842163,3.15975022315979
3.1607301235198975,3.159186363220215
